0,Unnamed: 0,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,year1,year2
750,750,751,50,-3.33E-16,55,8800,1,0.5,1,1,1,0,1,1.60E-05,0,0,0.25,0.375,4,7,1910,2004,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,0,0.6,0.4,0.25,0,0,0.1,0,576,576,1,0.8,1,1,792,348,0,1140,0,0,1,0,3,1,0.6,7,0.75,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,1,0,6,2010,1,1,96500,100,6
751,751,752,60,1,70,7750,1,0,1,1,1,1,1,3.00E-05,1,0,0.25,0.5,7,5,2003,2003,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,660,660,1,1,1,1,660,660,0,1320,0,0,2,1,3,1,0.8,6,1,0,0,0.8,16,1,2,400,0.6,0.6,1,0,48,0,0,0,0,0,0,1,0,8,2007,1,1,162000,4,4
752,752,753,20,1,79,9236,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.125,6,5,1997,1997,1,1,1,1,1,0,0.5,0.75,1,0.8,0.6,1,1200,1200,0.1,0,279,1479,1,1,1,1,1494,0,0,1494,1,0,2,0,3,1,0.8,6,1,0,0,0.8,22,0.6,2,576,0.6,0.6,1,168,27,0,0,0,0,0,0,1,0,7,2006,1,1,217000,9,9
753,753,754,60,1,80,10240,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.5,8,5,2005,2005,1,1,1,1,-2.22E-15,178,0.75,0.5,1,0.8,0.6,0.5,0,0,0.1,0,1030,1030,1,0.8,1,1,1038,1060,0,2098,0,0,2,1,3,1,1,8,1,1,0.8,0.8,14,0.6,3,878,0.6,0.6,1,192,52,0,0,0,0,0,0,1,0,3,2006,1,1,275500,1,1
754,754,755,20,1,61,7930,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,8,1969,2005,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,533.4,439,0.2,472,115,1026,1,0.8,1,1,1026,0,0,1026,1,0,1,0,3,1,0.8,5,1,0,0,0.2,50,0.6,2,440,0.6,0.6,1,171,48,0,0,0,0,0,0,1,0,7,2009,1,1,156000,40,4
755,755,756,160,-8.31E-19,34,3230,1,1,1,1,1,1,1,-1.55E-05,0,0,1,0.5,6,5,1999,1999,1,1,2.57E-16,-6.51E-19,-2.22E-15,894,0.5,0.5,1,0.8,0.6,0.25,381,381,0.1,0,348,729,1,0.8,1,1,742,729,0,1471,0,0,2,1,3,1,0.6,6,1,0,0,0.2,20,0.3,2,440,0.6,0.6,1,0,24,0,0,0,0,0,0,1,0,3,2009,1,1,172500,10,10
756,756,757,60,1,68,10769,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.5,8,5,2007,2007,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.75,20,20,0.1,0,846,866,1,1,1,1,866,902,0,1768,0,0,2,1,3,1,0.8,7,1,0,0,0.8,12,0.6,2,578,0.6,0.6,1,144,105,0,0,0,0,0,0,1,0,4,2009,1,1,212000,2,2
757,757,758,60,1,70,11616,1,0,0.75,1,1,1.89E-18,1,1.69E-05,0,0,0.25,0.5,6,5,1978,1978,1.39E-16,1,-4.08E-17,9.41E-17,0,328,0.5,0.5,6.84E-13,0.6,0.6,0.5,131.4,438,0.1,0,234,672,1,0.6,1,1,672,714,0,1386,0,0,2,1,3,1,0.6,6,1,1,0.6,0.8,41,1,2,440,0.6,0.6,1,335,0,0,0,0,0,0,1,1,0,4,2010,1,0.5,158900,32,32
758,758,759,160,-8.31E-19,24,2280,1,1,1,1,1,1,1,-1.55E-05,0,0,0,0.5,7,5,1999,1999,1,1,2.57E-16,-6.51E-19,-2.22E-15,360,0.5,0.5,1,0.8,0.6,0.25,411.75,549,0.1,0,195,744,1,0.8,1,1,757,744,0,1501,0,0,2,1,3,1,0.6,6,1,0,0,0.2,20,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,8,2008,1,1,179400,9,9
759,759,760,60,1,65,12257,1,0,0.75,1,1,1,1,8.87E-06,0,0,0.25,0.5,8,5,1995,1995,1,1,1,1,-2.22E-15,513,0.75,0.5,1,0.8,0.6,0.75,59.2,56,0.75,64,1198,1318,1,1,1,1,1328,1203,0,2531,0,0,2,1,4,1,0.8,9,1,1,0.6,0.8,24,0.6,3,752,0.6,0.6,1,222,98,0,0,0,0,0,0,1,0,11,2007,1,1,290000,12,12
760,760,761,20,1,70,9100,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,6,6,1959,1959,1.39E-16,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,183.6,612,0.1,0,252,864,1,1,1,1,864,0,0,864,0,0,1,0,2,1,0.6,5,1,0,0,0.2,11,0.3,1,300,1,1,1,0,0,0,0,0,0,0,0,9.15E-17,450,10,2009,1,1,127500,50,50
761,761,762,30,-3.33E-16,60,6911,1,0,1,1,1,4.85E-17,1,-0.000112956,1,0,0.25,0.125,5,5,1924,1950,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,1,0.6,0.6,0.5,81,405,0.1,0,740,1145,1,0.6,1,1,1301,0,0,1301,0,0,1,0,2,1,0.4,5,0.875,0,0,0.2,54,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,10,2009,1,1,100000,85,59
762,762,763,60,-8.31E-19,72,8640,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.5,7,5,2009,2009,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,0.5,24,24,0.1,0,732,756,1,1,1,1,764,783,0,1547,0,0,2,1,3,1,0.8,7,1,0,0,0.8,10,0.3,2,614,0.6,0.6,1,169,45,0,0,0,0,0,0,1,0,6,2010,-1.40E-17,1,215200,1,1
763,763,764,60,1,82,9430,1,0,1,1,1,1,1,8.87E-06,0,0,0.25,0.5,8,5,1999,1999,1,1,1,1,-2.22E-15,673,0.75,0.5,1,0.8,0.6,0.5,1163,1163,0.1,0,89,1252,1,1,1,1,1268,1097,0,2365,1,0,2,1,3,1,0.8,8,1,1,0.8,0.8,20,0.6,3,856,0.6,0.6,1,0,128,0,0,180,0,0,0,1,0,7,2009,1,1,337000,10,10
764,764,765,120,1,30,9549,1,0,0.75,1,1,1.89E-18,1,2.02E-09,0,0,1,0.125,8,5,1995,1996,1.39E-16,1,-9.91E-20,7.61E-15,1,0,0.75,0.75,1,0.8,0.8,0.75,1144.4,437,1,1057,0,1494,1,1,1,1,1494,0,0,1494,1,0,1,1,2,1,1,6,1,1,0.8,0.8,24,1,2,481,0.6,0.6,1,0,30,0,0,216,0,0,0,1,0,4,2006,1,1,270000,11,10
765,765,766,20,1,75,14587,1,0,0.75,1,1,1,1,-1.55E-05,0,0,0.25,0.125,9,5,2008,2008,1,1,1,1,7.44E-19,284,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1498,1498,1,1,1,1,1506,0,0,1506,0,0,2,0,2,1,1,6,1,1,0.8,0.8,11,1,2,592,0.6,0.6,1,0,174,0,0,0,0,0,0,1,0,8,2008,-4.67E-20,0.8,264132,0,0
766,766,767,60,1,80,10421,1,0,1,1,1,1,1,-3.80E-05,0,0,0.25,0.5,7,5,1988,1988,1,1,-4.08E-17,9.41E-17,-2.22E-15,42,0.5,0.5,6.84E-13,0.8,0.6,0.25,394,394,0.1,0,586,980,1,0.6,1,1,980,734,0,1714,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,31,0.3,2,496,0.6,0.6,1,228,66,156,0,0,0,0,0.75,9.15E-17,500,3,2010,1,1,196500,22,22
767,767,768,50,1,75,12508,1,0,0.75,1,1,1,1,4.57E-05,0,0,0.25,0.375,6,7,1940,1985,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.5,495,660,0.1,0,323,983,1,1,1,1,983,767,0,1750,1,0,2,0,4,1,0.6,7,0.625,0,0,0.8,30,0.3,1,423,0.6,0.6,1,245,0,156,0,0,0,0,0,9.15E-17,1300,7,2008,1,1,160000,68,23
768,768,769,20,1,70,9100,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2004,2005,1.39E-16,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,24,24,0.1,0,1836,1860,1,1,1,1,1836,0,0,1836,0,0,2,0,3,1,0.8,8,1,1,0.8,0.8,15,1,2,484,0.6,0.6,1,120,33,0,0,0,0,0,0,1,0,10,2006,1,1,216837,2,1
769,769,770,60,1,47,53504,1,0,0.5,0.5,1,1.89E-18,0.5,-4.49E-07,0,0,0.25,0.5,8,5,2003,2003,1.39E-16,1,-1.65E-19,7.12E-16,-2.22E-15,603,1,0.5,1,0.8,0.6,1,1062,1416,0.1,0,234,1650,1,1,1,1,1690,1589,0,3279,1,0,3,1,4,1,1,12,0.625,1,0.8,0.6,16,1,3,841,0.6,0.6,1,503,36,0,0,210,0,0,0,1,0,6,2010,1,1,538000,7,7
770,770,771,85,1,70,7252,1,0,0.75,1,1,1.89E-18,1,1.69E-05,0,0,0.25,0.875,5,5,1982,1982,1.39E-16,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.8,0.6,0.75,685,685,0.1,0,173,858,1,0.6,1,1,858,0,0,858,1,0,1,0,2,1,0.6,5,1,0,0,0.2,36,0.3,2,576,0.6,0.6,1,120,0,0,0,0,0,0,0,1,0,4,2009,1,1,134900,27,27
771,771,772,20,1,67,8877,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,0.125,4,5,1951,1951,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.4,0.4,0.25,167.2,836,0.1,0,0,836,1,0.6,1,0.5,1220,0,0,1220,0,0,1,0,2,1,0.6,6,1,0,0,0.2,68,0.3,2,396,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2006,0,1,102000,55,55
772,772,773,80,1,94,7819,1,0,1,1,1,1,1,-1.18E-05,0,0,0.25,1,6,5,1976,1976,1,1,-8.17E-18,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.75,380,422,0.5,127,480,1029,1,0.6,1,1,1117,0,0,1117,1,0,1,0,3,1,0.6,6,1,1,0.6,0.2,43,0.3,2,672,0.6,0.6,1,144,0,0,0,0,0,0,0.75,1,0,3,2010,1,0.5,107000,34,34
773,773,774,20,1,70,10150,1,0,1,1,1,1,1,0.999999979,1,0,0.25,0.125,5,5,1958,1958,1,1,3.47E-17,5.94E-17,1,1,0.5,0.5,6.84E-13,0.6,0.6,0.25,136.8,456,0.1,0,456,912,1,1,1,0.75,912,0,0,912,0,0,1,0,2,1,0.6,5,1,0,0,0.8,61,0.6,1,275,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2007,0,1,114500,49,49
774,774,775,20,1,110,14226,1,0,1,1,1,0,1,7.39E-05,0,0,0.25,0.125,8,5,2006,2006,1.39E-16,1,1,1,-2.22E-15,375,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,1935,1935,1,0.8,1,1,1973,0,0,1973,0,0,2,0,3,1,0.8,9,1,1,0.8,0.8,13,1,3,895,0.6,0.6,1,315,45,0,0,0,0,0,0,1,0,7,2007,-4.67E-20,0.8,395000,1,1
775,775,776,120,-3.33E-16,32,4500,1,0,1,1,1,4.85E-17,1,4.57E-05,0,0,1,0.125,6,5,1998,1998,1.39E-16,1,1,1,-2.22E-15,320,0.5,0.5,1,1,0.6,0.25,866,866,0.1,0,338,1204,1,1,1,1,1204,0,0,1204,1,0,2,0,2,1,0.6,5,1,0,0,0.8,21,1,2,412,0.6,0.6,1,0,247,0,0,0,0,0,0,1,0,6,2009,1,1,162000,11,11
776,776,777,20,1,86,11210,1,0,0.75,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2005,2006,1,1,1,1,-2.22E-15,240,0.75,0.5,1,0.8,0.6,0.75,20,20,0.1,0,1594,1614,1,1,1,1,1614,0,0,1614,0,0,2,0,3,1,0.8,7,1,0,0,0.8,14,0.6,3,865,0.6,0.6,1,144,59,0,0,0,0,0,0,1,0,7,2006,-4.67E-20,0.8,221500,1,0
777,777,778,20,1,100,13350,1,0,0.75,1,1,1,1,1.69E-05,0,0,0.25,0.125,5,5,1974,1974,1.39E-16,1,-4.08E-17,1.95E-18,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,571.5,762,0.1,0,102,864,1,0.6,1,1,894,0,0,894,1,0,1,0,3,1,0.6,5,1,1,0.4,0.8,45,0.3,2,440,0.6,0.6,1,241,0,0,0,0,0,0,0.75,1,0,6,2006,1,1,142500,32,32
778,778,779,90,9.11E-19,60,8400,1,0,1,1,1,1,1,0.00013699,1,0,0,0.125,5,5,1977,1977,1,1,-8.17E-18,1.95E-18,-2.22E-15,320,0.5,0.5,2.79E-17,0,0,0,0,0,0,0,0,0,1,0.6,1,1,2020,0,0,2020,0,0,2,0,4,2,0.6,10,1,2,0.6,0.2,42,0.3,2,630,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,10,2007,1,1,144000,30,30
779,779,780,90,1,78,10530,1,0,1,1,1,1,1,4.57E-05,0,0,0,0.875,6,5,1977,1977,1,1,-8.17E-18,2.33E-12,-2.22E-15,90,0.5,0.5,6.84E-13,0.8,0.6,1,975,975,0.1,0,0,975,1,0.6,1,1,1004,0,0,1004,1,0,1,0,2,1,0.6,4,1,0,0,0.8,42,0.3,2,504,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,5,2006,1,1,135000,29,29
780,780,781,20,1,63,7875,1,0,1,1,1,1,1,3.00E-05,0,0,0.25,0.125,7,5,1995,1996,1,1,-4.08E-17,9.41E-17,-2.22E-15,38,0.5,0.5,1,0.8,0.8,0.25,0,0,0.1,0,1237,1237,1,0.8,1,1,1253,0,0,1253,0,0,2,0,3,1,0.6,6,1,1,0.6,0.8,24,1,2,402,0.6,0.6,1,220,21,0,0,0,0,0,0,1,0,6,2007,1,1,176000,12,11
781,781,782,60,1,65,7153,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.5,6,5,1992,1992,1,1,1,1,1,0,0.75,0.75,1,0.8,0.6,0.25,290.25,387,0.1,0,374,761,1,1,1,1,810,793,0,1603,0,0,2,1,3,1,0.8,7,1,0,0,0.8,27,0.6,2,484,0.6,0.6,1,0,124,0,0,0,0,0,0,1,0,7,2006,1,1,175900,14,14
782,782,783,20,1,67,16285,1,0,0.5,1,1,1,1,-5.37E-07,0,0,0.25,0.125,7,5,2001,2002,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1413,1413,1,1,1,1,1430,0,0,1430,0,0,2,0,3,1,0.8,6,1,0,0,0.8,18,0.6,2,605,0.6,0.6,1,0,33,0,0,0,0,0,0,1,0,6,2009,1,1,187100,8,7
783,783,784,85,1,70,9101,1,0,0.75,1,1,0,1,4.57E-05,0,0,0.25,0.875,5,6,1978,1978,1,1,-8.17E-18,1.95E-18,-2.22E-15,104,0.5,0.75,1,0.8,0.6,0.75,1097,1097,0.1,0,0,1097,1,1,1,1,1110,0,0,1110,1,0,1,0,1,1,0.8,4,1,1,0.6,0.8,41,1,2,602,0.6,0.6,1,303,30,0,0,0,0,0,0,1,0,7,2009,1,1,165500,31,31
784,784,785,75,-3.33E-16,35,6300,1,0.5,1,1,1,1,1,1.60E-05,0,0,0.25,0.625,6,6,1914,2001,1,1,3.47E-17,7.12E-16,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,742,742,1,1,1,1,742,742,0,1484,0,0,2,0,3,1,0.6,9,1,1,0.8,0,0,0,0,0,0,0,1,0,291,134,0,0,0,0,0,1,0,6,2008,1,1,128000,94,7
785,785,786,20,1,70,9790,1,0,1,1,1,1,1,-3.80E-05,1,0,0.25,0.125,6,5,1967,1967,1,1,-9.91E-20,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,201.3,251,0.2,630,491,1372,1,0.6,1,1,1342,0,0,1342,0,0,2,0,3,1,0.6,7,1,1,0.8,0.8,52,0.3,2,457,0.6,0.6,1,0,0,0,0,197,0,0,0,1,0,9,2009,1,1,161500,42,42
786,786,787,50,-3.33E-16,60,10800,1,0,1,1,1,1,1,1.60E-05,1,0,0.25,0.375,5,6,1915,1950,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.75,1,0.4,0.6,0.25,137.2,686,0.1,0,0,686,1,0.6,1,1,966,686,0,1652,1,0,2,0,4,1,0.6,7,1,0,0,0.2,58,0.3,1,416,0.6,0.6,1,0,0,196,0,0,0,0,0,9.15E-17,1200,6,2010,1,1,139000,95,60
787,787,788,60,1,76,10142,1,0,0.75,1,1,1,1,0.00013699,0,0,0.25,0.5,7,5,2004,2004,1,1,1,1,1,0,0.75,0.5,1,0.8,0.6,0.25,656,656,0.1,0,300,956,1,1,1,1,956,1128,0,2084,1,0,2,1,4,1,0.8,8,1,0,0,0.6,15,0.6,2,618,0.6,0.6,1,0,45,0,0,0,0,0,0,1,0,1,2010,1,1,233000,6,6
788,788,789,20,-3.33E-16,50,6000,1,0,1,1,1,0,1,1.60E-05,0,0,0.25,0.125,4,7,1954,2000,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,901,901,1,1,1,1,901,0,0,901,0,0,1,0,2,1,0.6,4,1,0,0,0.2,65,0.3,1,281,0.4,0.6,1,0,0,0,0,0,0,0,0,1,0,8,2008,1,1,107900,54,8
789,789,790,60,1,70,12205,1,0,0.75,0.25,1,1,1,1.03E-06,0,0,0.25,0.5,6,8,1966,2007,1,1,-4.08E-17,9.41E-17,-2.22E-15,157,0.5,0.5,6.84E-13,0.6,0.4,1,113.6,568,0.1,0,264,832,1,0.8,1,1,976,1111,0,2087,0,0,2,1,5,1,0.8,9,1,0,0,0.8,53,1,2,444,0.6,0.6,1,133,168,0,0,0,0,0,0,1,0,7,2007,1,1,187500,41,0
790,790,791,120,1,43,3182,1,0,1,1,1,1,1,1.85E-08,0,0,1,0.125,7,5,2005,2006,1,1,1,1,-2.22E-15,11,0.75,0.5,1,0.8,0.6,0.25,16,16,0.1,0,1129,1145,1,1,1,1,1145,0,0,1145,0,0,2,0,2,1,0.8,5,1,1,0.8,0.8,14,1,2,397,0.6,0.6,1,100,16,0,0,0,0,0,0,1,0,9,2009,1,1,160200,4,3
791,791,792,80,1,70,11333,1,0,0.75,1,1,0,1,4.57E-05,0,0,0.25,1,6,5,1976,1976,1,1,-4.08E-17,9.41E-17,1,0,0.5,0.5,1,0.8,0.6,0.75,404.25,539,0.1,0,490,1029,1,0.6,1,1,1062,0,0,1062,1,0,1,0,3,1,0.6,5,1,2,0.6,0.8,43,0.6,2,539,0.6,0.6,1,120,0,0,0,0,0,0,0,1,0,5,2007,1,1,146800,31,31
792,792,793,60,1,92,9920,1,0,0.75,1,1,1.89E-18,1,8.87E-06,0,0,0.25,0.5,7,5,1996,1997,1,1,2.57E-16,-6.51E-19,1,0,0.75,0.5,1,0.8,0.6,0.75,862,862,0.1,0,255,1117,1,1,1,1,1127,886,0,2013,1,0,2,1,3,1,0.6,8,1,1,0.6,0.8,22,0.3,2,455,0.6,0.6,1,180,130,0,0,0,0,0,0,1,0,6,2007,1,1,269790,11,10
793,793,794,20,1,76,9158,1,0,1,1,1,1,1,-1.55E-05,0,0,0.25,0.125,8,5,2007,2007,1,1,-1.65E-19,-8.62E-18,7.44E-19,140,0.75,0.5,1,0.8,0.6,0.75,0,0,0.1,0,1496,1496,1,1,1,1,1496,0,0,1496,0,0,2,0,3,1,0.8,7,1,0,0,0.8,12,1,2,474,0.6,0.6,1,168,130,0,0,0,0,0,0,1,0,6,2007,-4.67E-20,0.8,225000,0,0
794,794,795,60,1,70,10832,1,0,0.75,1,1,0,1,3.00E-05,0,0,0.25,0.5,7,5,1994,1996,1,1,2.57E-16,-6.51E-19,1,0,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,712,712,1,1,1,1,1086,809,0,1895,0,0,2,1,3,1,0.8,7,1,1,0.6,0.8,25,1,2,409,0.6,0.6,1,143,46,0,0,0,0,0,0,9.15E-17,500,10,2008,1,1,194500,14,12
795,795,796,60,1,70,8400,1,0,1,1,1,1,1,0.00013699,0,0,0.25,0.5,6,6,1980,1981,1,1,-4.08E-17,9.41E-17,-2.22E-15,130,0.5,0.5,6.84E-13,0.8,0.6,0.25,0,0,0.1,0,650,650,1,0.6,1,1,888,676,0,1564,0,0,2,1,3,1,0.6,7,1,1,0.6,0.8,39,0.3,2,476,0.6,0.6,1,0,50,0,0,204,0,0,0.75,1,0,4,2010,1,1,171000,30,29
796,796,797,20,1,71,8197,1,0,1,1,1,1,1,1.69E-05,0,0,0.25,0.125,6,5,1977,1977,1,1,-8.17E-18,1.95E-18,-2.22E-15,148,0.5,0.5,6.84E-13,0.6,0.6,0.25,0,0,0.1,0,660,660,1,1,1,1,1285,0,0,1285,0,0,1,1,3,1,0.6,7,1,1,0.6,0.8,42,0.6,2,528,0.6,0.6,1,138,0,0,0,0,0,0,0.75,1,0,4,2007,1,1,143500,30,30
797,797,798,20,1,57,7677,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1953,1953,1,1,1,1,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,285,570,0.1,0,203,773,1,0.8,1,1,773,0,0,773,0,0,1,0,2,1,0.6,4,1,0,0,0.8,66,0.3,1,240,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,4,2008,1,0.5,110000,55,55
798,798,799,60,1,104,13518,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.5,9,5,2008,2009,1.39E-16,1,1,1,7.44E-19,860,1,0.5,1,1,0.6,0.25,0,0,0.1,0,1926,1926,1,1,1,1,1966,1174,0,3140,0,0,3,1,4,1,1,11,1,2,0.8,0.6,10,1,3,820,0.6,0.6,1,144,78,0,0,0,0,0,0,1,0,7,2009,-4.67E-20,0.8,485000,1,0
799,799,800,50,1,60,7200,1,0,1,1,1,0,1,-5.82E-07,1,0,0.25,0.375,5,7,1937,1950,1,1,3.47E-17,5.94E-17,-2.22E-15,252,0.5,0.5,0,0.8,0.6,0.25,426.75,569,0.1,0,162,731,1,1,1,1,981,787,0,1768,1,0,1,1,3,1,0.8,7,1,2,0.6,0.2,80,0.3,1,240,0.6,0.6,1,0,0,264,0,0,0,0,0.75,1,0,6,2007,1,1,175000,70,57
800,800,801,60,1,79,12798,1,0,0.75,0.5,1,1,0.5,1.03E-06,1,0,0.25,0.5,6,5,1997,1997,1,1,1,1,1,0,0.5,0.5,1,0.8,0.6,1,462,462,0.1,0,154,616,1,0.8,1,1,616,1072,0,1688,1,0,2,1,4,1,0.8,8,1,0,0,0.8,22,0.6,2,603,0.6,0.6,1,403,114,185,0,0,0,0,0,9.15E-17,400,5,2008,1,1,200000,11,11
801,801,802,30,-3.33E-16,40,4800,1,0,1,1,1,1,1,1.17E-05,0,0,0.25,0.125,4,7,1916,1990,1,1,2.57E-16,-6.51E-19,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,39.4,197,0.1,0,999,1196,1,1,1,0.75,1196,0,0,1196,1,0,1,0,2,1,0.6,5,1,0,0,0.2,62,0.3,2,440,0.6,0.6,1,0,0,0,0,0,0,0,0,1,0,7,2007,1,1,109900,91,17
802,802,803,60,1,63,8199,1,0,1,1,1,1,1,-5.37E-07,0,0,0.25,0.5,7,5,2005,2005,1,1,-9.43E-19,7.12E-16,1,0,0.75,0.5,1,0.8,0.6,0.75,648,648,0.1,0,80,728,1,1,1,1,728,728,0,1456,1,0,2,1,3,1,0.8,7,1,1,0.8,0.8,14,1,2,410,0.6,0.6,1,36,18,0,0,0,0,0,0,1,0,10,2008,1,1,189000,3,3
803,803,804,60,1,107,13891,1,0,1,1,1,1,1,7.39E-05,0,0,0.25,0.5,9,5,2008,2009,1.39E-16,1,1,1,7.44E-19,424,1,0.5,1,1,0.6,1,0,0,0.1,0,1734,1734,1,1,1,1,1734,1088,0,2822,0,0,3,1,4,1,1,12,1,1,0.8,0.6,10,0.6,3,1020,0.6,0.6,1,52,170,0,0,192,0,0,0,1,0,1,2009,-4.67E-20,0.8,582933,1,0
804,804,805,20,1,75,9000,1,0,1,1,1,1,1,0.999999979,0,0,0.25,0.125,5,5,1954,1954,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,0.25,162.4,812,0.1,0,124,936,1,0.6,1,1,1128,0,0,1128,0,0,1,0,2,1,0.6,5,0.875,0,0,0.8,65,0.3,1,286,0.6,0.6,1,0,0,0,0,0,0,0,0.5,1,0,6,2006,1,0.75,118000,52,52
805,805,806,20,1,91,12274,1,0,0.75,1,1,4.85E-17,1,-1.55E-05,0,0,0.25,0.125,7,5,2008,2008,1,1,1,1,7.44E-19,256,0.75,0.5,1,0.8,0.6,0.25,0,0,0.1,0,1417,1417,1,1,1,1,1428,0,0,1428,0,0,2,0,3,1,1,6,1,0,0,0.8,11,0.6,2,554,0.6,0.6,1,0,60,0,0,0,0,0,0,1,0,7,2008,-4.67E-20,0.8,227680,0,0
806,806,807,80,1,75,9750,1,0,1,1,1,1,1,0.999999979,0,0,0.25,1,5,5,1967,1967,1,1,1,1,1,0,0.5,0.5,1,0.6,0.6,0.75,444,400,0.3,480,100,980,1,0.8,1,1,980,0,0,980,0,0,2,0,3,1,0.6,6,1,0,0,0.8,52,1,1,384,0.6,0.6,1,68,0,0,0,0,0,0,0,1,0,10,2006,1,1,135500,39,39
807,807,808,70,1,144,21384,1,0,1,1,1,1,1,-0.000112956,0,0,0.25,0.5,5,6,1923,2004,1,1,3.47E-17,5.94E-17,1,0,0.5,0.5,6.84E-13,0.6,0.6,1,1309,1309,0.1,0,15,1324,1,1,1,1,1072,504,0,1576,2,0,1,1,3,1,0.8,6,1,1,0.6,0.8,96,0.6,2,528,0.6,0.6,1,0,312,0,0,0,0,0,0,1,0,5,2009,1,1,223500,86,5
808,808,809,80,1,85,13400,1,0,1,1,1,1,1,0.999999979,0,0,0.25,1,5,5,1966,1966,1,1,1,1,-2.22E-15,1047,0.5,0.5,6.84E-13,0.6,0.6,0.75,451,516,0.5,128,380,1024,1,0.6,1,1,1086,0,0,1086,1,0,1,0,3,1,0.6,6,1,1,0.8,0.8,53,0.6,2,484,0.6,0.6,1,0,0,0,0,0,0,0,0.5,1,0,6,2006,1,1,159950,40,40
